BUSSINES NAME;CUIT;SUB ITEMS - U.P. U$S;SUB ITEMS - U.P. CURRENCY;SUB ITEMS - QUANTITY;SUB ITEMS - FOB U$S;SUB ITEMS - FOB CURRENCY;SHIPMENT CURRENCY;COUNTRY OF ORIGIN ;COUNTRY OF PROVENANCE;CUSTOMS;TRANSPORTATION;DATE;SHIPPING;ITEM;SUB ITEMS - SUBITEM;TARIFF POSITION;POSITION DESCRIPTION;QUANTITY SUBITEMS;SUB ITEMS - ITEM CODE;SUB ITEMS - SUFFIXES;DOCUMENT TYPE;SHIPMENT TYPE;DESTINATION TYPE;HARBOR;FOB VALUE U$S;VALUE FOB CURRENCY;AVERAGE U.P. U$S;AVERAGE U.P. CURRENCY;FREIGHT VALUE U$S;VALUE FREIGHT CURRENCY;INSURANCE VALUE U$S;CURRENCY INSURANCE VALUE;CIF VALUE U$S;EXCHANGE RATE;AMOUNT VALUE;MEASUREMENT;VALUE QUANTITY KILOS;TAXABLE INCOME;MOMENT DATE;FOB CURRENCY;NET KGS VALUE;BRANCH;DECLARATION STATUS;CONDITION;CONDITION OF SALE;ITEM TYPE;WRITES
IRIARTE CESAR GUSTAVO;20168527579;0.1;0.1;240;24.36;24.36;DOLAR ESTADOUNIDENSE;CHINA;CHINA;ROSARIO;CAMIÓN;31/12/2021;21052IC04012984U;1;4;5609.00.90.000M;LOS DEMÁS;;RC008;SIN MARCA (AJ) PRESENTACION: CAJA X 240 UNID. - (NA00);IC04;IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE;DEFINITIVOS;NO DETERMINADO;283.54;283.54;0.3;0.3;118.45;1052.21;118.45;118.45;520.44;1;960;UNIDAD;91.74;0;31/12/2021;DOL;91.74;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 63.43 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;4.66;4.66;147;685.31;685.31;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;87;0;6109.90.00.111N;DE TALLE SUPERIOR AL 16 O SUS EQUIVALENTES;;H35644;ADIDAS (CA01) PRODUCTO TERMINADO. - (NA02) DE POLIESTERES. - (PD00) - (PE00) - (PF02) TEÑIDAS. - (PG00) - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000100;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;685.31;685.31;4.66;4.66;26.05;1618.41;26.05;26.05;737.41;1;147;UNIDAD;25.34;0;31/12/2021;DOL;25.34;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 403.45 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;5.95;5.95;511;3042.24;3042.24;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;86;0;6114.30.00.190F;;;GS6339;ADIDAS (CA01) PRODUCTO TERMINADO. - (NA02) - (PA08) MEZCLADOS CON FIBRAS ELASTOMERICAS. - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000089;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;3042.24;3042.24;5.95;5.95;115.65;7184.47;115.65;115.65;3273.54;1;511;UNIDAD;49.29;0;31/12/2021;DOL;49.29;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 1345.39 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;8.19;8.19;175;1433.25;1433.25;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;85;0;6103.43.00.110Q;DE TALLE SUPERIOR AL 16 O SUS EQUIVALENTES;;GR3788;ADIDAS (CA01) PRODUCTO TERMINADO. - (NA02) DE POLIESTERES. - (PA00) - (PC01) TEÑIDOS. - (PD00) - (PE00) - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000100;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;1433.25;1433.25;8.19;8.19;54.49;3384.72;54.49;54.49;1542.23;1;175;UNIDAD;52.92;0;31/12/2021;DOL;52.92;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 567.16 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;4.75;4.75;5;23.73;23.73;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;84;0;6203.43.00.210C;DE TALLE SUPERIOR AL 16 O SUS EQUIVALENTES;;GK9602;ADIDAS (CA02) TEÑIDO. - (NA02) DE POLIESTER. - (NB00) - (PA00) - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000100;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;23.73;23.73;4.75;4.75;0.9;56.04;0.9;0.9;25.53;1;5;UNIDAD;0.74;0;31/12/2021;DOL;0.74;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 10.01 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;4.39;4.39;399;1751.21;1751.21;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;83;0;6203.43.00.210C;DE TALLE SUPERIOR AL 16 O SUS EQUIVALENTES;;GK9602;ADIDAS (CA02) TEÑIDO. - (NA02) DE POLIESTER. - (NB00) - (PA00) - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000100;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;1751.21;1751.21;4.39;4.39;66.57;4135.61;66.57;66.57;1884.35;1;399;UNIDAD;58.67;0;31/12/2021;DOL;58.67;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 747.68 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;8.1;8.1;328;2655.32;2655.32;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;82;0;6110.30.00.911B;SUÉTERES (JERSEYS), «PULLOVERS» Y ARTÍCULOS SIMILARES;;GH7303;ADIDAS (CA01) PRODUCTO TERMINADO. - (NA02) DE POLIESTERES. - (PA00) - (PB00) - (PC00) - (PD00) - (PE00) - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000100;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;2655.32;2655.32;8.1;8.1;100.94;6270.73;100.94;100.94;2857.2;1;328;UNIDAD;110.62;0;31/12/2021;DOL;110.62;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 1051.76 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;8.61;8.61;1326;11416.86;11416.86;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;81;0;6110.30.00.911B;SUÉTERES (JERSEYS), «PULLOVERS» Y ARTÍCULOS SIMILARES;;GS2006;ADIDAS (CA01) PRODUCTO TERMINADO. - (NA02) DE POLIESTERES. - (PA00) - (PB00) - (PC00) - (PD00) - (PE00) - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000100;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;11416.86;11416.86;8.61;8.61;434.02;26961.73;434.02;434.02;12284.9;1;1326;UNIDAD;416.54;0;31/12/2021;DOL;416.54;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 4497.78 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;4.59;4.59;298;1367.37;1367.37;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;80;0;6106.20.00.110G;DE TALLE SUPERIOR AL 16 O SUS EQUIVALENTES;;H24147;ADIDAS (CA01) PRODUCTO TERMINADO. - (NA02) DE POLIESTERES. - (PC00) - (PD00) - (PE00) - (PF00) - (PG00) - (PH00) - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000050;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;1367.37;1367.37;4.59;4.59;51.98;3229.14;51.98;51.98;1471.33;1;298;UNIDAD;31.91;0;31/12/2021;DOL;31.91;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 556.34 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;4.78;4.78;676;3229.59;3229.59;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;79;0;6109.90.00.111N;DE TALLE SUPERIOR AL 16 O SUS EQUIVALENTES;;H24143;ADIDAS (CA01) PRODUCTO TERMINADO. - (NA02) DE POLIESTERES. - (PD00) - (PE00) - (PF02) TEÑIDAS. - (PG04) MEZCLADAS CON RAYON VISCOSA. - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000100;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;3229.59;3229.59;4.78;4.78;122.78;7626.91;122.78;122.78;3475.15;1;676;UNIDAD;75.61;0;31/12/2021;DOL;75.61;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 1307.99 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;4.78;4.78;382;1825.01;1825.01;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;78;0;6109.90.00.111N;DE TALLE SUPERIOR AL 16 O SUS EQUIVALENTES;;GP9632;ADIDAS (CA01) PRODUCTO TERMINADO. - (NA02) DE POLIESTERES. - (PD00) - (PE00) - (PF02) TEÑIDAS. - (PG04) MEZCLADAS CON RAYON VISCOSA. - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000100;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;1825.01;1825.01;4.78;4.78;69.38;4309.89;69.38;69.38;1963.77;1;382;UNIDAD;42.3;0;31/12/2021;DOL;42.3;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 739.13 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;8.09;8.09;174;1406.79;1406.79;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;77;0;6110.20.00.920N;CARDIGANES Y ARTÍCULOS SIMILARES.;;GS2172;ADIDAS (CA01) PRODUCTO TERMINADO. - (PA00) - (PB00) - (PC00) - (PD00) - (PE06) MEZCLADOS CON POLIESTER. - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000053;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;1406.79;1406.79;8.09;8.09;53.48;3322.23;53.48;53.48;1513.75;1;174;UNIDAD;54.98;0;31/12/2021;DOL;54.98;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 672.54 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;7.6;7.6;66;501.73;501.73;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;76;0;6110.20.00.920N;CARDIGANES Y ARTÍCULOS SIMILARES.;;GS2172;ADIDAS (CA01) PRODUCTO TERMINADO. - (PA00) - (PB00) - (PC00) - (PD00) - (PE06) MEZCLADOS CON POLIESTER. - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000053;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;501.73;501.73;7.6;7.6;19.07;1184.87;19.07;19.07;539.87;1;66;UNIDAD;20.85;0;31/12/2021;DOL;20.85;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 243.64 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;9.69;9.69;305;2955.91;2955.91;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;75;0;6109.90.00.111N;DE TALLE SUPERIOR AL 16 O SUS EQUIVALENTES;;GM5313;ADIDAS (CA01) PRODUCTO TERMINADO. - (NA02) DE POLIESTERES. - (PD00) - (PE00) - (PF02) TEÑIDAS. - (PG00) - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000100;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;2955.91;2955.91;9.69;9.69;112.37;6980.59;112.37;112.37;3180.65;1;305;UNIDAD;56.89;0;31/12/2021;DOL;56.89;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 1321.68 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;5.36;5.36;263;1408.37;1408.37;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;74;0;6109.90.00.111N;DE TALLE SUPERIOR AL 16 O SUS EQUIVALENTES;;GL7984;ADIDAS (CA01) PRODUCTO TERMINADO. - (NA02) DE POLIESTERES. - (PD00) - (PE00) - (PF02) TEÑIDAS. - (PG00) - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000100;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;1408.37;1408.37;5.36;5.36;53.54;3325.97;53.54;53.54;1515.45;1;263;UNIDAD;38.25;0;31/12/2021;DOL;38.25;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 739.12 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;27.57;27.57;59;1626.81;1626.81;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;73;0;6402.19.00.599N;LOS DEMÁS;;FY6888;ADIDAS (CC00) - (CE00) - (NA02) SUPERIOR AL NUMERO 34 E INFERIOR O IGUAL AL NUMERO 40, O SUS EQUIVALENTES. - (PB02) SUELA PEGADA.;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;1626.81;1626.81;27.57;27.57;61.84;3841.83;61.84;61.84;1750.49;1;59;PARES;0;0;31/12/2021;DOL;38.78;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 651.48 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;27.57;27.57;4;110.29;110.29;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;72;0;6402.19.00.599N;LOS DEMÁS;;FY6888;ADIDAS (CC00) - (CE00) - (NA00) - (PB02) SUELA PEGADA.;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;110.29;110.29;27.57;27.57;4.19;260.46;4.19;4.19;118.67;1;4;PARES;0;0;31/12/2021;DOL;2.63;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 44.17 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;27.57;27.57;99;2729.73;2729.73;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;71;0;6402.19.00.599N;LOS DEMÁS;;FY6888;ADIDAS (CC00) - (CE00) - (NA03) SUPERIOR AL NUMERO 40 E INFERIOR O IGUAL AL NUMERO 45, O SUS EQUIVALENTES. - (PB02) SUELA PEGADA.;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;2729.73;2729.73;27.57;27.57;103.77;6446.45;103.77;103.77;2937.27;1;99;PARES;0;0;31/12/2021;DOL;65.07;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 1093.14 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;14.28;14.28;53;756.84;756.84;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;70;0;6402.19.00.599N;LOS DEMÁS;;FY3257;ADIDAS (CC00) - (CE00) - (NA02) SUPERIOR AL NUMERO 34 E INFERIOR O IGUAL AL NUMERO 40, O SUS EQUIVALENTES. - (PB02) SUELA PEGADA.;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;756.84;756.84;14.28;14.28;28.77;1787.33;28.77;28.77;814.38;1;53;PARES;0;0;31/12/2021;DOL;24.15;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 338.44 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;14.28;14.28;64;913.92;913.92;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;69;0;6402.19.00.599N;LOS DEMÁS;;FY3257;ADIDAS (CC00) - (CE00) - (NA01) INFERIOR O IGUAL AL NUMERO 34, O SUS EQUIVALENTES. - (PB02) SUELA PEGADA.;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;913.92;913.92;14.28;14.28;34.74;2158.29;34.74;34.74;983.4;1;64;PARES;0;0;31/12/2021;DOL;29.17;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 408.69 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;17.24;17.24;31;534.47;534.47;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;68;0;6110.20.00.110R;SUÉTERES (JERSEYS), «PULLOVERS» Y ARTÍCULOS SIMILARES;;HA5830;ADIDAS (CA01) PRODUCTO TERMINADO. - (PA00) - (PB00) - (PC00) - (PD00) - (PE06) MEZCLADOS CON POLIESTER. - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000070;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;534.47;534.47;17.24;17.24;20.32;1262.19;20.32;20.32;575.11;1;31;UNIDAD;21.55;0;31/12/2021;DOL;21.55;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 204.93 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;15.97;15.97;698;11147.41;11147.41;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;67;0;6110.20.00.110R;SUÉTERES (JERSEYS), «PULLOVERS» Y ARTÍCULOS SIMILARES;;HA5830;ADIDAS (CA01) PRODUCTO TERMINADO. - (PA00) - (PB00) - (PC00) - (PD00) - (PE06) MEZCLADOS CON POLIESTER. - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000070;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;11147.41;11147.41;15.97;15.97;423.78;26325.4;423.78;423.78;11994.97;1;698;UNIDAD;485.28;0;31/12/2021;DOL;485.28;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 4295.39 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;13.88;13.88;322;4469.68;4469.68;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;66;0;6204.63.00.110U;DE TALLE SUPERIOR AL 16 O SUS EQUIVALENTES;;GJ6015;REEBOK (CA02) TEÑIDO. - (NA01) DE NAILON O DEMAS POLIAMIDAS. - (NB00) - (PA00) - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000100;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;4469.68;4469.68;13.88;13.88;169.92;10555.47;169.92;169.92;4809.52;1;322;UNIDAD;54.2;0;31/12/2021;DOL;54.2;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 1839.11 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;10.5;10.5;100;1050;1050;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;65;0;6203.43.00.210C;DE TALLE SUPERIOR AL 16 O SUS EQUIVALENTES;;H41403;ADIDAS (CA02) TEÑIDO. - (NA01) DE NAILON O DEMAS POLIAMIDAS. - (NB00) - (PA00) - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000100;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;1050;1050;10.5;10.5;39.92;2479.65;39.92;39.92;1129.84;1;100;UNIDAD;14.23;0;31/12/2021;DOL;14.23;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 572.55 - BASE: 0.00 - COEFIECIENTE: 0.00
ADIDAS ARGENTINA S A;30685140221;9.3;9.3;5;46.52;46.52;DOLAR ESTADOUNIDENSE;CAMBODYA (EX KAMPUCHE);Z FRANCA LA PLATA (ARGENTINA);LA PLATA;CAMIÓN;31/12/2021;21033ZFE1013744G;64;0;6103.43.00.110Q;DE TALLE SUPERIOR AL 16 O SUS EQUIVALENTES;;GL3098;REEBOK (CA01) PRODUCTO TERMINADO. - (NA02) DE POLIESTERES. - (PA00) - (PC01) TEÑIDOS. - (PD00) - (PE00) - (ZA) PORCENTAJE DEL COMPONENTE MAYORITARIO EN PESO.: 000100;ZFE1;EGRESO ZF PARA CONSUMO EN EL TERRITORIO;DEFINITIVOS;NO DETERMINADO;46.52;46.52;9.3;9.3;1.77;109.86;1.77;1.77;50.06;1;5;UNIDAD;1.16;0;31/12/2021;DOL;1.16;NO DETERMINADO;OFICIALIZADA;NUEVO SIN USO;NO DETERMINADO;NORMAL;(010) DERECHOS IMPORTACION - TIPO OBLIGACION: P - MONTO: 23.19 - BASE: 0.00 - COEFIECIENTE: 0.00
